name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear,Gender,Source
Olaf Maennel,2017,Program,Tallinn University of Technology,Olaf Maennel,Tallinn University of Technology,Australia,Male,Male,2005,Male,FullNameMatch
Ratul Mahajan,2017,Program,Microsoft Research,Ratul Mahajan,Microsoft Research,North America,Male,Male,2005,Male,FullNameMatch
Z. Morley Mao,2017,Program,University of Michigan,Z. Morley Mao,University of Michigan,North America,Female,Female,2003,Female,FullNameMatch
Michael Mitzenmacher,2017,Program,Harvard University,Michael Mitzenmacher,Harvard University,North America,Male,Male,1996,Male,FullNameMatch
Venkat Padmanabhan,2017,Program,Microsoft Research India,Venkat Padmanabhan,Microsoft Research India,Asia,,Male,1998,Male,FuzzyMatch
Dina Papagiannaki,2017,Program,Google,Dina Papagiannaki,Google,North America,Female,Female,2003,Female,FullNameMatch
George Papen,2017,Program,UC San Diego,George Papen,UC San Diego,North America,Male,Male,2008,Male,FullNameMatch
Barath Raghavan,2017,Program,ICSI,Barath Raghavan,ICSI,North America,Male,Male,2009,Male,FullNameMatch
Bhaskaran Raman,2017,Program,IIT Bombay,Bhaskaran Raman,IIT Bombay,Asia,Male,Male,2002,Male,FullNameMatch
Pablo Rodriguez,2017,Program,Telefonica,Pablo Rodriguez,Telefonica,Europe,,Male,2000,Male,FuzzyMatch
Michael Schapira,2017,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008,Male,FullNameMatch
Vyas Sekar,2017,Program,Carnegie Mellon University,Vyas Sekar,Carnegie Mellon University,North America,Male,Male,2010,Male,FullNameMatch
Justine Sherry,2017,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,North America,Female,Female,2016,Female,FullNameMatch
Ankit Singla,2017,Program,ETH ZÃ¼rich,Ankit Singla,ETH ZÃ¼rich,Europe,Male,Male,2015,Male,FullNameMatch
Kun Tan,2017,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,?,Male,FullNameMatch
Renata Teixeira,2017,Program,Inria,Renata Teixeira,Inria,Europe,Female,Female,2005,Female,FullNameMatch
Amin Vahdat,2017,Program,Google,Amin Vahdat,Google,North America,Male,Male,1998,Male,FullNameMatch
Laurent Vanbever,2017,Program,ETH ZÃ¼rich,Laurent Vanbever,ETH ZÃ¼rich,Europe,Male,Male,2012,Male,FullNameMatch
George Varghese,2017,Program,UCLA,George Varghese,UCLA,North America,Male,Male,1992,Male,FullNameMatch
Keith Winstein,2017,Program,Stanford University,Keith Winstein,Stanford University,North America,Male,Male,2014,Male,FullNameMatch
Haifeng Yu,2017,Program,National University of Singapore,Haifeng Yu,National University of Singapore,Asia,Male,Male,2002,Male,FullNameMatch
Minlan Yu,2017,Program,Yale University,Minlan Yu,Yale University,North America,Female,Female,2011,Female,FullNameMatch
James Hongyi Zeng,2017,Program,Facebook,James Hongyi Zeng,Facebook,North America,,Male,2014,Male,FuzzyMatch
Ming Zhang,2017,Program,Alibaba Group,Ming Zhang,Alibaba Group,North America,Male,Male,2005,Male,FullNameMatch
Mark Handley,2018,Program,"UCL, UK",Mark Handley,"UCL, UK",Europe,Male,Male,1997,Male,FullNameMatch
Dina Katabi,2018,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003,Female,FullNameMatch
Fadel Adib,2018,Program,"MIT, USA",Fadel Adib,"MIT, USA",North America,Male,Male,2016,Male,FullNameMatch
Aditya Akella,2018,Program,"Wisconsin, USA",Aditya Akella,"Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Mohammad Alizadeh,2018,Program,"MIT, USA",Mohammad Alizadeh,"MIT, USA",North America,Male,Male,2013,Male,FullNameMatch
David Andersen,2018,Program,"CMU, USA",David Andersen,"CMU, USA",North America,Male,Male,2004,Male,FullNameMatch
Hitesh Ballani,2018,Program,"Microsoft, UK",Hitesh Ballani,"Microsoft, UK",Europe,Male,Male,2009,Male,FullNameMatch
Sujata Banerjee,2018,Program,"VMware, USA",Sujata Banerjee,"VMware, USA",North America,Female,Female,1993,Female,FullNameMatch
Theo Benson,2018,Program,"Brown, USA",Theo Benson,"Brown, USA",North America,Male,Male,2012,Male,FullNameMatch
Olivier Bonaventure,2018,Program,"UCL, Belgium",Olivier Bonaventure,"UCL, Belgium",Europe,Male,Male,1999,Male,FullNameMatch
Marco Canini,2018,Program,"KAUST, KSA",Marco Canini,"KAUST, KSA",Asia,Male,Male,2009,Male,FullNameMatch
Martin Casado,2018,Program,"A16Z, USA",Martin Casado,"A16Z, USA",North America,,Male,2007,Male,FuzzyMatch
Ranveer Chandra,2018,Program,"Microsoft, USA",Ranveer Chandra,"Microsoft, USA",North America,Male,Male,2005,Male,FullNameMatch
Romit Roy Choudhury,2018,Program,"UIUC, USA",Romit Roy Choudhury,"UIUC, USA",North America,Male,Male,2006,Male,FullNameMatch
Mosharaf Chowdhury,2018,Program,"UMich, USA",Mosharaf Chowdhury,"UMich, USA",North America,Male,Male,2015,Male,FullNameMatch
Nandita Dukkipati,2018,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007,Female,FullNameMatch
Nate Foster,2018,Program,"Cornell, USA",Nate Foster,"Cornell, USA",North America,Male,Male,2009,Male,FullNameMatch
Deepak Ganesan,2018,Program,"UMass, USA",Deepak Ganesan,"UMass, USA",North America,Male,Male,2004,Male,FullNameMatch
Brighten Godfrey,2018,Program,"UIUC, USA",Brighten Godfrey,"UIUC, USA",North America,,Male,2009,Male,FuzzyMatch
Marco Gruteser,2018,Program,"Rutgers, USA",Marco Gruteser,"Rutgers, USA",North America,Male,Male,2004,Male,FullNameMatch
Haitham Hassanieh,2018,Program,"UIUC, USA",Haitham Hassanieh,"UIUC, USA",North America,Male,Male,2016,Male,FullNameMatch
Kyle Jamieson,2018,Program,"Princeton, USA",Kyle Jamieson,"Princeton, USA",North America,Male,Male,2008,Male,FullNameMatch
Srikanth Kandula,2018,Program,"Microsoft, USA",Srikanth Kandula,"Microsoft, USA",North America,Male,Male,2008,Male,FullNameMatch
Sachin Katti,2018,Program,"Stanford, USA",Sachin Katti,"Stanford, USA",North America,Male,Male,2008,Male,FullNameMatch
Changhoon Kim,2018,Program,"Barefoot, USA",Changhoon Kim,"Barefoot, USA",North America,Male,Male,2009,Male,FullNameMatch
Eddie Kohler,2018,Program,"Harvard, USA",Eddie Kohler,"Harvard, USA",North America,Male,Male,2001,Male,FullNameMatch
Arvind Krishnamurthy,2018,Program,"UW, USA",Arvind Krishnamurthy,"UW, USA",North America,Male,Male,1998,Male,FullNameMatch
Kate Lin,2018,Program,"NCTU, Taiwan",Kate Lin,"NCTU, Taiwan",Asia,,Female,2009,Female,FuzzyMatch
Ratul Mahajan,2018,Program,"Intentionet, USA",Ratul Mahajan,"Intentionet, USA",North America,Male,Male,2005,Male,FullNameMatch
James Mickens,2018,Program,"Harvard, USA",James Mickens,"Harvard, USA",North America,Male,Male,2008,Male,FullNameMatch
Dave Oran,2018,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,1993,Male,FuzzyMatch
Dina Papagiannaki,2018,Program,"Google, USA",Dina Papagiannaki,"Google, USA",North America,Female,Female,2003,Female,FullNameMatch
KyoungSoo Park,2018,Program,"KAIST, South Korea",KyoungSoo Park,"KAIST, South Korea",Asia,Male,Male,2007,Male,FullNameMatch
Adrian Perrig,2018,Program,"ETH, Switzerland",Adrian Perrig,"ETH, Switzerland",Europe,Male,Male,2001,Male,FullNameMatch
Lili Qiu,2018,Program,"UT, USA",Lili Qiu,"UT, USA",North America,Female,Female,2001,Female,FullNameMatch
Costin Raiciu,2018,Program,"UPB, Romania",Costin Raiciu,"UPB, Romania",Europe,Male,Male,2011,Male,FullNameMatch
Michael Schapira,2018,Program,"HUJI, Israel",Michael Schapira,"HUJI, Israel",Asia,Male,Male,2008,Male,FullNameMatch
Aaron Schulman,2018,Program,"UCSD, USA",Aaron Schulman,"UCSD, USA",North America,Male,Male,2013,Male,FullNameMatch
Srinivasan Seshan,2018,Program,"CMU, USA",Srinivasan Seshan,"CMU, USA",North America,Male,Male,1995,Male,FullNameMatch
Justine Sherry,2018,Program,"CMU, USA",Justine Sherry,"CMU, USA",North America,Female,Female,2016,Female,FullNameMatch
Ion Stoica,2018,Program,"Berkeley, USA",Ion Stoica,"Berkeley, USA",North America,Male,Male,2000,Male,FullNameMatch
Renata Teixeira,2018,Program,"Inria, France",Renata Teixeira,"Inria, France",Europe,Female,Female,2005,Female,FullNameMatch
Amin Vahdat,2018,Program,"Google, USA",Amin Vahdat,"Google, USA",North America,Male,Male,1998,Male,FullNameMatch
Laurent Vanbever,2018,Program,"ETH, Switzerland",Laurent Vanbever,"ETH, Switzerland",Europe,Male,Male,2012,Male,FullNameMatch
Stefano Vissicchio,2018,Program,"UCL, UK",Stefano Vissicchio,"UCL, UK",Europe,Male,Male,2012,Male,FullNameMatch
Walter Willinger,2018,Program,"NIKSUN, USA",Walter Willinger,"NIKSUN, USA",North America,Male,Male,1987,Male,FullNameMatch
Keith Winstein,2018,Program,"Stanford, USA",Keith Winstein,"Stanford, USA",North America,Male,Male,2014,Male,FullNameMatch
Hongyi Zeng,2018,Program,"Facebook, USA",Hongyi Zeng,"Facebook, USA",North America,Male,Male,2014,Male,FullNameMatch
Ming Zhang,2018,Program,"Alibaba, China",Ming Zhang,"Alibaba, China",Asia,Male,Male,2005,Male,FullNameMatch
Yibo Zhu,2018,Program,"Microsoft, USA",Yibo Zhu,"Microsoft, USA",North America,Male,Male,2016,Male,FullNameMatch
Katerina Argyraki,2019,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,2007,Female,FuzzyMatch
John Heidemann,2019,Program,USC/ISI,John Heidemann,USC/ISI,North America,,Male,1995,Male,FuzzyMatch
Omid Abari,2019,Program,Waterloo,Omid Abari,Waterloo,North America,Male,Male,2018,Male,FullNameMatch
Fadel Adib,2019,Program,MIT,Fadel Adib,MIT,North America,Male,Male,2016,Male,FullNameMatch
Aditya Akella,2019,Program,UWM,Aditya Akella,UWM,North America,Male,Male,2005,Male,FullNameMatch
Mark Allman,2019,Program,ICSI,Mark Allman,ICSI,North America,Male,Male,1997,Male,FullNameMatch
Aruna Balasubramanian,2019,Program,Stony Brook,Aruna Balasubramanian,Stony Brook,North America,Female,Female,2011,Female,FullNameMatch
Hitesh Ballani,2019,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,2009,Male,FullNameMatch
Paul Barford,2019,Program,UWisc,Paul Barford,UWisc,North America,Male,Male,2000,Male,FullNameMatch
Theophilus Benson,2019,Program,Brown University,Theophilus Benson,Brown University,North America,Male,Male,2012,Male,FullNameMatch
Nathan Bronson,2019,Program,Facebook,Nathan Bronson,Facebook,North America,Male,Male,2011,Male,FullNameMatch
Marco Canini,2019,Program,KAUST,Marco Canini,KAUST,Asia,Male,Male,2009,Male,FullNameMatch
Kai Chen,2019,Program,HKUST,Kai Chen,HKUST,Asia,,Male,2012,Male,FuzzyMatch
Kenjiro Cho,2019,Program,IIJ,Kenjiro Cho,IIJ,Asia,Male,Male,2001,Male,FullNameMatch
Mosharaf Chowdhury,2019,Program,UMich,Mosharaf Chowdhury,UMich,North America,Male,Male,2015,Male,FullNameMatch
Nandita Dukkipati,2019,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,2007,Female,FullNameMatch
Lars Eggert,2019,Program,NetApp,Lars Eggert,NetApp,Europe,Male,Male,2003,Male,FullNameMatch
Kensuke Fukuda,2019,Program,NII,Kensuke Fukuda,NII,Asia,Male,Male,1999,Male,FullNameMatch
Manya Ghobadi,2019,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,2013,Female,FullNameMatch
Phillipa Gill,2019,Program,UMass Amherst,Phillipa Gill,UMass Amherst,North America,Female,Female,2012,Female,FullNameMatch
Krishna Gummadi,2019,Program,MPI-SWS,Krishna Gummadi,MPI-SWS,Europe,,Male,2005,Male,FuzzyMatch
Dongsu Han,2019,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,2012,Male,FullNameMatch
Polly Huang,2019,Program,NTU,Polly Huang,NTU,Asia,Female,Female,1999,Female,FullNameMatch
Te-yuan Huang,2019,Program,Netflix,Te-yuan Huang,Netflix,North America,Female,Female,2014,Female,FullNameMatch
Kyle Jamieson,2019,Program,Princeton,Kyle Jamieson,Princeton,North America,Male,Male,2008,Male,FullNameMatch
Keon Jang,2019,Program,MPI-SWS/Google,Keon Jang,MPI-SWS/Google,Europe,Male,Male,2012,Male,FullNameMatch
Mobin Javed,2019,Program,LUMS,Mobin Javed,LUMS,Asia,Female,Female,2016,Female,FullNameMatch
Sanjay Jha,2019,Program,U. New South Wales,Sanjay Jha,U. New South Wales,North America,Male,Male,1996,Male,FullNameMatch
Junchen Jiang,2019,Program,U. Chicago,Junchen Jiang,U. Chicago,North America,Male,Male,2017,Male,FullNameMatch
Srikanth Kandula,2019,Program,Microsoft Research,Srikanth Kandula,Microsoft Research,North America,Male,Male,2008,Male,FullNameMatch
Thomas Karagiannis,2019,Program,Microsoft Research,Thomas Karagiannis,Microsoft Research,Europe,Male,Male,2006,Male,FullNameMatch
Brad Karp,2019,Program,University College London,Brad Karp,University College London,Europe,Male,Male,2000,Male,FullNameMatch
Ethan Katz-Bassett,2019,Program,Columbia,Ethan Katz-Bassett,Columbia,North America,Male,Male,2012,Male,FullNameMatch
Ali Khayam,2019,Program,Amazon,Ali Khayam,Amazon,North America,Male,Male,2006,Male,FullNameMatch
Dejan Kostic,2019,Program,KTH Royal Institute of Technology,Dejan Kostic,KTH Royal Institute of Technology,Europe,Male,Male,2005,Male,FullNameMatch
Nikos Laoutaris,2019,Program,IMDEA Networks Institute,Nikos Laoutaris,IMDEA Networks Institute,Europe,,Male,2004,Male,FuzzyMatch
Simon Leinen,2019,Program,SWITCH,Simon Leinen,SWITCH,Europe,Male,Male,None,Male,FullNameMatch
Dan Li,2019,Program,Tsinghua,Dan Li,Tsinghua,Asia,Male,Male,2007,Male,FullNameMatch
Chieh-Jan Mike Liang,2019,Program,Microsoft Research,Chieh-Jan Mike Liang,Microsoft Research,Asia,Male,Male,2008,Male,FullNameMatch
Bruce Maggs,2019,Program,Duke/Akamai,Bruce Maggs,Duke/Akamai,North America,Male,Male,1989,Male,FullNameMatch
Radhika Mittal,2019,Program,UIUC/MIT,Radhika Mittal,UIUC/MIT,North America,Female,Female,2018,Female,FullNameMatch
Michael Mitzenmacher,2019,Program,Harvard,Michael Mitzenmacher,Harvard,North America,Male,Male,1996,Male,FullNameMatch
Srinivas Narayana,2019,Program,Rutgers,Srinivas Narayana,Rutgers,North America,Male,Male,2016,Male,FullNameMatch
Aurojit Panda,2019,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,2017,Male,FullNameMatch
Zafar Ayyub Qazi,2019,Program,LUMS,Zafar Ayyub Qazi,LUMS,Asia,Male,Male,2016,Male,FullNameMatch
Reza Rejaie,2019,Program,U. Oregon,Reza Rejaie,U. Oregon,North America,Male,Male,1999,Male,FullNameMatch
Philipp Richter,2019,Program,MIT,Philipp Richter,MIT,North America,Male,Male,2017,Male,FullNameMatch
Michael Schapira,2019,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008,Male,FullNameMatch
Ricardo Schmidt,2019,Program,U. Passo Fundo,Ricardo Schmidt,U. Passo Fundo,South America,Male,Male,2014,Male,FullNameMatch
Srini Seshan,2019,Program,CMU,Srini Seshan,CMU,North America,Male,Male,1993,Male,FullNameMatch
Justine Sherry,2019,Program,CMU,Justine Sherry,CMU,North America,Female,Female,2016,Female,FullNameMatch
Ankit Singla,2019,Program,ETHZ,Ankit Singla,ETHZ,Europe,Male,Male,2015,Male,FullNameMatch
Anirudh Sivaraman,2019,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017,Male,FullNameMatch
Alex C. Snoeren,2019,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,2002,Male,FullNameMatch
Robert SoulÃ©,2019,Program,UniversitÃ  della Svizzera italiana,Robert Soulac,UniversitÃ  della Svizzera italiana,Europe,,Male,2012,Male,FuzzyMatch
Patrick Thiran,2019,Program,EPFL,Patrick Thiran,EPFL,Europe,Male,Male,1996,Male,FullNameMatch
Laurent Vanbever,2019,Program,ETHZ,Laurent Vanbever,ETHZ,Europe,Male,Male,2012,Male,FullNameMatch
Walter Willinger,2019,Program,"NIKSUN, Inc.",Walter Willinger,"NIKSUN, Inc.",North America,Male,Male,1987,Male,FullNameMatch
Keith Winstein,2019,Program,Stanford,Keith Winstein,Stanford,North America,Male,Male,2014,Male,FullNameMatch
Minlan Yu,2019,Program,Harvard,Minlan Yu,Harvard,North America,Female,Female,2011,Female,FullNameMatch
Ben Zhao,2019,Program,U. Chicago,Ben Zhao,U. Chicago,North America,Male,Male,2004,Male,FullNameMatch
Sujata Banerjee,2020,Program,VMware Research,Sujata Banerjee,VMware Research,North America,Female,Female,1993,Female,FullNameMatch
Ratul Mahajan,2020,Program,"University of Washington, Intentionet",Ratul Mahajan,"University of Washington, Intentionet",North America,Male,Male,2005,Male,FullNameMatch
Aaron Schulman,2020,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,2013,Male,FullNameMatch
Amar Phanishayee,2020,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,2012,Male,FullNameMatch
Anirudh Sivaraman,2020,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017,Male,FullNameMatch
Anja Feldmann,2020,Program,MPI,Anja Feldmann,MPI,Europe,Female,Female,1995,Female,FullNameMatch
Ankit Singla,2020,Program,ETH ZÃ¼rich,Ankit Singla,ETH ZÃ¼rich,Europe,Male,Male,2015,Male,FullNameMatch
Arpit Gupta,2020,Program,UCSB,Arpit Gupta,UCSB,North America,Male,Male,2018,Male,FullNameMatch
Aruna Balasubramanian,2020,Program,Stony Brook University,Aruna Balasubramanian,Stony Brook University,North America,Female,Female,2011,Female,FullNameMatch
Aurojit Panda,2020,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,2017,Male,FullNameMatch
Barath Raghavan,2020,Program,USC,Barath Raghavan,USC,North America,Male,Male,2009,Male,FullNameMatch
Brian Levine,2020,Program,"University of Massachusetts
              Amherst",Brian Levine,"University of Massachusetts
              Amherst",North America,Male,Male,1999,Male,FullNameMatch
Costin Raiciu,2020,Program,"University Pollitehnica of
              Bucharest",Costin Raiciu,"University Pollitehnica of
              Bucharest",Europe,Male,Male,2011,Male,FullNameMatch
Dave Levin,2020,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010,Male,FullNameMatch
David Wetherall,2020,Program,Google,David Wetherall,Google,North America,Male,Male,1998,Male,FullNameMatch
Deepak Ganesan,2020,Program,UMass Amherst,Deepak Ganesan,UMass Amherst,North America,Male,Male,2004,Male,FullNameMatch
Deepak Vasisht,2020,Program,MIT,Deepak Vasisht,MIT,North America,Male,Male,2019,Male,FullNameMatch
Dongsu Han,2020,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,2012,Male,FullNameMatch
Ellen Zegura,2020,Program,"Georgia Institute of
              Technology",Ellen Zegura,"Georgia Institute of
              Technology",North America,,Female,1993,Female,FuzzyMatch
Ethan Katz-Bassett,2020,Program,Columbia University,Ethan Katz-Bassett,Columbia University,North America,Male,Male,2012,Male,FullNameMatch
Ganesh Ananthanarayanan,2020,Program,Microsoft Research,Ganesh Ananthanarayanan,Microsoft Research,North America,Male,Male,2013,Male,FullNameMatch
Hongqiang Harry Liu,2020,Program,Alibaba Group,Hongqiang Harry Liu,Alibaba Group,Asia,Male,Male,2014,Male,FullNameMatch
Jeongkeun Lee,2020,Program,Barefoot Networks,Jeongkeun Lee,Barefoot Networks,North America,Male,Male,2007,Male,FullNameMatch
Kate Lin,2020,Program,"National Chiao Tung
              University",Kate Lin,"National Chiao Tung
              University",Asia,,Female,2009,Female,FuzzyMatch
Katerina Argyraki,2020,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,2007,Female,FuzzyMatch
Kun Tan,2020,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,?,Male,FullNameMatch
Lili Qiu,2020,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,2001,Female,FullNameMatch
Manya Ghobadi,2020,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,2013,Female,FullNameMatch
Matthew Roughan,2020,Program,University of Adelaide,Matthew Roughan,University of Adelaide,Australia,Male,Male,1994,Male,FullNameMatch
Minlan Yu,2020,Program,Harvard University,Minlan Yu,Harvard University,North America,Female,Female,2011,Female,FullNameMatch
Mohammad Alizadeh,2020,Program,MIT,Mohammad Alizadeh,MIT,North America,Male,Male,2013,Male,FullNameMatch
Nate Foster,2020,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,2009,Male,FullNameMatch
Olivier Bonaventure,2020,Program,"UniversitÃ© catholique de
              Louvain",Olivier Bonaventure,"UniversitÃ© catholique de
              Louvain",Europe,Male,Male,1999,Male,FullNameMatch
Rachit Agarwal,2020,Program,Cornell University,Rachit Agarwal,Cornell University,North America,,Male,2012,Male,FuzzyMatch
Radhika Mittal,2020,Program,UIUC,Radhika Mittal,UIUC,North America,Female,Female,2018,Female,FullNameMatch
Radhika Niranjan Mysore,2020,Program,VMware Research,Radhika Niranjan Mysore,VMware Research,North America,Female,Female,2013,Female,FullNameMatch
Renata Teixeira,2020,Program,Inria,Renata Teixeira,Inria,Europe,Female,Female,2005,Female,FullNameMatch
Rob Sherwood,2020,Program,Facebook,Rob Sherwood,Facebook,North America,Male,Male,2008,Male,FullNameMatch
Romit Roy Choudhury,2020,Program,"University of Illinois at Urbana
              Champaign",Romit Roy Choudhury,"University of Illinois at Urbana
              Champaign",North America,Male,Male,2006,Male,FullNameMatch
Ryan Beckett,2020,Program,Microsoft Research,Ryan Beckett,Microsoft Research,North America,Male,Male,2018,Male,FullNameMatch
Sanjay Rao,2020,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,2004,Male,FullNameMatch
T.S. Eugene Ng,2020,Program,Rice University,T.S. Eugene Ng,Rice University,North America,,Male,2003,Male,FuzzyMatch
Vyas Sekar,2020,Program,CMU,Vyas Sekar,CMU,North America,Male,Male,2010,Male,FullNameMatch
Xiaowei Yang,2020,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,2004,Female,FullNameMatch
Yibo Zhu,2020,Program,ByteDance Inc.,Yibo Zhu,ByteDance Inc.,Asia,Male,Male,2016,Male,FullNameMatch
Sangeetha Abdu Jyothi,2020,Program,"UC Irvine, VMware
            Research",Sangeetha Abdu Jyothi,"UC Irvine, VMware
            Research",North America,Female,Female,2019,Female,FullNameMatch
Mina Tahmasbi Arashloo,2020,Program,Cornell University,Mina Tahmasbi Arashloo,Cornell University,North America,Female,Female,2019,Female,FullNameMatch
Paolo Costa,2020,Program,Microsoft Research,Paolo Costa,Microsoft Research,Europe,Male,Male,2002,Male,FullNameMatch
Timothy G. Griffin,2020,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,Europe,Male,Male,1988,Male,FullNameMatch
Junchen Jiang,2020,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,2017,Male,FullNameMatch
Xin Jin,2020,Program,Johns Hopkins University,Xin Jin,Johns Hopkins University,North America,Male,Male,2016,Male,FullNameMatch
Vincent Liu,2020,Program,"University of
            Pennsylvania",Vincent Liu,"University of
            Pennsylvania",North America,Male,Male,2016,Male,FullNameMatch
Neil Spring,2020,Program,"University of Maryland /
            Facebook",Neil Spring,"University of Maryland /
            Facebook",North America,Male,Male,2004,Male,FullNameMatch
Ben Y. Zhao,2020,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,2004,Male,FullNameMatch
Danyang Zhuo,2020,Program,"Duke University, UC
            Berkeley",Danyang Zhuo,"Duke University, UC
            Berkeley",North America,Male,Male,2019,Male,FullNameMatch
Noa Zilberman,2020,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,2013,Female,FullNameMatch
Aditya Akella,2021,Program,University of WisconsinâMadison,Aditya Akella,University of WisconsinâMadison,North America,Male,Male,2005,Male,FullNameMatch
Nandita Dukkipati,2021,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,2007,Female,FullNameMatch
Aaron Schulman,2021,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,2013,Male,FullNameMatch
Adrian Perrig,2021,Program,ETH Zurich,Adrian Perrig,ETH Zurich,Europe,Male,Male,2001,Male,FullNameMatch
Alex C. Snoeren,2021,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,2002,Male,FullNameMatch
Aman Shaikh,2021,Program,Google,Aman Shaikh,Google,North America,Male,Male,2011,Male,FullNameMatch
Anja Feldmann,2021,Program,Max Planck Institute,Anja Feldmann,Max Planck Institute,Europe,Female,Female,1995,Female,FullNameMatch
Arpit Gupta,2021,Program,UC Santa Barbara,Arpit Gupta,UC Santa Barbara,North America,Male,Male,2018,Male,FullNameMatch
Barath Raghavan,2021,Program,University of Southern California,Barath Raghavan,University of Southern California,North America,Male,Male,2009,Male,FullNameMatch
Behnaz Arzani,2021,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,2017,Female,FullNameMatch
Brent Stephens,2021,Program,University of Illinois at Chicago,Brent Stephens,University of Illinois at Chicago,North America,,Male,2015,Male,FuzzyMatch
Dave Levin,2021,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010,Male,FullNameMatch
Ellen Zegura,2021,Program,Georgia Institute of Technology,Ellen Zegura,Georgia Institute of Technology,North America,,Female,1993,Female,FuzzyMatch
Eugene Ng,2021,Program,Rice University,Eugene Ng,Rice University,North America,,Male,2003,Male,FuzzyMatch
Fadel Adib,2021,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016,Male,FullNameMatch
George Varghese,2021,Program,UC Los Angeles,George Varghese,UC Los Angeles,North America,Male,Male,1992,Male,FullNameMatch
Hakim Weatherspoon,2021,Program,Cornell University,Hakim Weatherspoon,Cornell University,North America,Male,Male,2006,Male,FullNameMatch
Hitesh Ballani,2021,Program,Microsoft,Hitesh Ballani,Microsoft,Europe,Male,Male,2009,Male,FullNameMatch
Hongqiang Liu,2021,Program,Alibaba,Hongqiang Liu,Alibaba,Asia,,Male,2014,Male,FuzzyMatch
Jennifer Rexford,2021,Program,Princeton University,Jennifer Rexford,Princeton University,North America,Female,Female,1996,Female,FullNameMatch
Jitu Padhye,2021,Program,"Microsoft Research, USA",Jitu Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Kai Chen,2021,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,2012,Male,FuzzyMatch
Kate Lin,2021,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,Asia,,Female,2009,Female,FuzzyMatch
Keith Winstein,2021,Program,Stanford University,Keith Winstein,Stanford University,North America,Male,Male,2014,Male,FullNameMatch
Keon Jang,2021,Program,Max Planck Institute,Keon Jang,Max Planck Institute,Europe,Male,Male,2012,Male,FullNameMatch
Kun Tan,2021,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,?,Male,FullNameMatch
KyoungSoo Park,2021,Program,Korea Advanced Institute of Science and Technology,KyoungSoo Park,Korea Advanced Institute of Science and Technology,Asia,Male,Male,2007,Male,FullNameMatch
Laurent Vanbever,2021,Program,ETH Zurich,Laurent Vanbever,ETH Zurich,Europe,Male,Male,2012,Male,FullNameMatch
