name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear
Kai Chen,2019,Organizing,"HKUST, China",Kai Chen,"HKUST, China",Asia,,Male,2012
JÃ¶rg Ott,2019,Organizing,"Technical University of Munich, Germany",Jaorg Ott,"Technical University of Munich, Germany",Europe,Male,Male,1997
Ming Zhang,2019,Organizing,"Alibaba, USA",Ming Zhang,"Alibaba, USA",North America,Male,Male,2005
K. K. Ramakrishnan,2019,Organizing,"UC Riverside, USA",K. K. Ramakrishnan,"UC Riverside, USA",North America,Male,Male,1983
Mingwei Xu,2019,Organizing,"Tsinghua University, China",Mingwei Xu,"Tsinghua University, China",Asia,Male,Male,1998
Wei Bai,2019,Organizing,"Microsoft Research, Redmond",Wei Bai,"Microsoft Research, Redmond",North America,,Male,2017
Wenfei Wu,2019,Organizing,"Tsinghua University, China",Wenfei Wu,"Tsinghua University, China",Asia,Male,Male,2015
Xia Yin,2019,Organizing,"Tsinghua University, China",Xia Yin,"Tsinghua University, China",Asia,Female,Female,2000
Xiaochun Yun,2019,Organizing,"CNCERT, China",Xiaochun Yun,"CNCERT, China",Asia,Male,Male,1998
Deke Guo,2019,Organizing,"NUDT, China",Deke Guo,"NUDT, China",Asia,Male,Male,2008
Chenren Xu,2019,Organizing,"Peking University, China",Chenren Xu,"Peking University, China",Asia,Male,Male,2014
Ke Xu,2019,Organizing,"Tsinghua University, China",Ke Xu,"Tsinghua University, China",Asia,Male,Male,2001
Xiuzhen Cheng,2019,Organizing,"The George Washington University, USA",Xiuzhen Cheng,"The George Washington University, USA",North America,Female,Female,2002
Paolo Costa,2019,Organizing,"Microsoft Research, UK",Paolo Costa,"Microsoft Research, UK",Europe,Male,Male,2002
Yanyong Zhang,2019,Organizing,"USTC, China",Yanyong Zhang,"USTC, China",Asia,Female,Female,2002
Lan Wang,2019,Organizing,"University of Memphis, USA",Lan Wang,"University of Memphis, USA",North America,Female,Female,2004
Hongqiang Liu,2019,Organizing,"Alibaba, USA",Hongqiang Liu,"Alibaba, USA",North America,,Male,2014
Hongbin Luo,2019,Organizing,"BUAA, China",Hongbin Luo,"BUAA, China",Asia,Male,Male,2007
Sheng Zhong,2019,Organizing,"Nanjing University, China",Sheng Zhong,"Nanjing University, China",Asia,Male,Male,2004
Yongqiang Xiong,2019,Organizing,"Microsoft Research, China",Yongqiang Xiong,"Microsoft Research, China",Asia,Male,Male,2001
Keith Winstein,2019,Organizing,"Stanford University, USA",Keith Winstein,"Stanford University, USA",North America,Male,Male,2014
Xin Jin,2019,Organizing,"Johns Hopkins University, USA",Xin Jin,"Johns Hopkins University, USA",North America,Male,Male,2016
Lili Qiu,2019,Organizing,"UT Austin, USA",Lili Qiu,"UT Austin, USA",North America,Female,Female,2001
Huadong Ma,2019,Organizing,"BUPT, China",Huadong Ma,"BUPT, China",Asia,Male,Male,1995
Dan Wang,2019,Organizing,"Hong Kong Polytechnic University, China",Dan Wang,"Hong Kong Polytechnic University, China",Asia,Male,Male,2007
Timothy Wood,2019,Organizing,"The George Washington University, USA",Timothy Wood,"The George Washington University, USA",North America,,Male,2011
Junzhou Luo,2019,Organizing,"Southeast University, China",Junzhou Luo,"Southeast University, China",Asia,Male,Male,2000
Kui Ren,2019,Organizing,"Zhejiang University, China",Kui Ren,"Zhejiang University, China",Asia,Male,Male,2007
Kun Tan,2019,Organizing,"Huawei, China",Kun Tan,"Huawei, China",Asia,Male,Male,?
Jiangchuan Liu,2019,Organizing,"Simon Fraser University, Canada",Jiangchuan Liu,"Simon Fraser University, Canada",North America,Male,Male,2003
Steve Uhlig,2019,Organizing,"University of London, UK",Steve Uhlig,"University of London, UK",Europe,Male,Male,2004
Vishal Misra,2020,Organizing,Columbia University,Vishal Misra,Columbia University,North America,Male,Male,2000
Henning Schulzrinne,2020,Organizing,Columbia University,Henning Schulzrinne,Columbia University,North America,Male,Male,1992
Sujata Banerjee,2020,Organizing,VMware Research,Sujata Banerjee,VMware Research,North America,Female,Female,1993
Ratul Mahajan,2020,Organizing,"University of Washington, Intentionet",Ratul Mahajan,"University of Washington, Intentionet",North America,Male,Male,2005
Laurent Vanbever,2020,Organizing,ETH Zurich,Laurent Vanbever,ETH Zurich,Europe,Male,Male,2012
Stefano Vissicchio,2020,Organizing,University College London,Stefano Vissicchio,University College London,Europe,Male,Male,2012
Manya Ghobadi,2020,Organizing,MIT,Manya Ghobadi,MIT,North America,Female,Female,2013
Michael Schapira,2020,Organizing,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Ihsan Ayyub Qazi,2020,Organizing,LUMS,Ihsan Ayyub Qazi,LUMS,Asia,Male,Male,2010
Rachit Agarwal,2020,Organizing,Cornell University,Rachit Agarwal,Cornell University,North America,,Male,2012
Jia Wang,2020,Organizing,AT&T Research Labs,Jia Wang,AT&T Research Labs,North America,Female,Female,2001
Ying Zhang,2020,Organizing,Facebook,Ying Zhang,Facebook,North America,Female,Female,2009
Fred Jiang,2020,Organizing,Columbia University,Fred Jiang,Columbia University,North America,,Male,2010
Yong Liu,2020,Organizing,NYU,Yong Liu,NYU,North America,Male,Male,2002
Srinivas Narayana,2020,Organizing,Rutgers University,Srinivas Narayana,Rutgers University,North America,Male,Male,2016
Anees Shaikh,2020,Organizing,Google,Anees Shaikh,Google,North America,Male,Male,1998
Ethan Katz-Bassett,2020,Organizing,Columbia University,Ethan Katz-Bassett,Columbia University,North America,Male,Male,2012
Aruna Balasubramanian,2020,Organizing,Stony Brook University,Aruna Balasubramanian,Stony Brook University,North America,Female,Female,2011
Ravi Netravali,2020,Organizing,University of California at Los Angeles,Ravi Netravali,University of California at Los Angeles,North America,Male,Male,2018
Tianbai Ma,2020,Organizing,NUS,Tianbai Ma,NUS,Asia,Male,Male,2010
Aurojit Panda,2020,Organizing,NYU,Aurojit Panda,NYU,North America,Male,Male,2017
Mina Tashmabi Arashloo,2020,Organizing,Cornell University,Mina Tashmabi Arashloo,Cornell University,North America,,Female,2019
Arpit Gupta,2020,Organizing,UCSB,Arpit Gupta,UCSB,North America,Male,Male,2018
Gautam Kumar,2020,Organizing,Google,Gautam Kumar,Google,North America,Male,Male,?
Matthew Caesar,2020,Organizing,University of Illinois at Urbana-Champaign,Matthew Caesar,University of Illinois at Urbana-Champaign,North America,,Male,2007
Fernando Kuipers,2021,Organizing,Delft University of Technology,Fernando Kuipers,Delft University of Technology,Europe,Male,Male,2004
Matthew Caesar,2021,Organizing,University of Illinois at Urbana-Champaign,Matthew Caesar,University of Illinois at Urbana-Champaign,North America,,Male,2007
Aditya Akella,2021,Organizing,University of WisconsinâMadison,Aditya Akella,University of WisconsinâMadison,North America,Male,Male,2005
Nandita Dukkipati,2021,Organizing,Google,Nandita Dukkipati,Google,North America,Female,Female,2007
JÃ¶rg Ott,2021,Organizing,Technische UniversitÃ¤t MÃ¼nchen,Jaorg Ott,Technische UniversitÃ¤t MÃ¼nchen,Europe,Male,Male,1997
Zhi-Li Zhang,2021,Organizing,University of Minnesota,Zhi-Li Zhang,University of Minnesota,North America,Male,Male,1997
Danny Raz,2021,Organizing,Technion & Google,Danny Raz,Technion & Google,Asia,Male,Male,1996
Yang Chen,2021,Organizing,Fudan University,Yang Chen,Fudan University,North America,,Male,2017
Gabor Retvari,2021,Organizing,Budapest University of Technology and Economics,Gabor Retvari,Budapest University of Technology and Economics,Europe,Male,Male,2007
Aaron Ding,2021,Organizing,Delft University of Technology,Aaron Ding,Delft University of Technology,Europe,,Male,2015
Ramakrishnan Durairajan,2021,Organizing,University of Oregon,Ramakrishnan Durairajan,University of Oregon,North America,Male,Male,2017
David Choffnes,2021,Organizing,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,2010
Athina Markopoulou,2021,Organizing,UC Irvine,Athina Markopoulou,UC Irvine,North America,Female,Female,2003
Marco Chiesa,2021,Organizing,KTH Royal Institute of Technology,Marco Chiesa,KTH Royal Institute of Technology,Europe,Male,Male,2014
Marinho Barcellos,2021,Organizing,University of Waikato,Marinho Barcellos,University of Waikato,Australia,,Female,1998
Pan Hui,2021,Organizing,Hong Kong University of Science and Technology,Pan Hui,Hong Kong University of Science and Technology,Asia,Male,Male,2008
Ellen Zegura,2021,Organizing,Georgia Tech,Ellen Zegura,Georgia Tech,North America,,Female,1993
Tilman Wolf,2021,Organizing,University of Massachusetts Amherst,Tilman Wolf,University of Massachusetts Amherst,North America,Male,Male,2002
Michael Schapira,2021,Organizing,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Christian Doerr,2021,Organizing,University of Potsdam,Christian Doerr,University of Potsdam,Europe,Male,Male,Phd
Roland van Rijswijk-Deij,2021,Organizing,University of Twente,Roland van Rijswijk-Deij,University of Twente,Europe,Male,Male,2017
Pedro Casas,2021,Organizing,Austrian Institute of Technology,Pedro Casas,Austrian Institute of Technology,Europe,Male,Male,2013
Christian Esteve Rothenberg,2021,Organizing,University of Campinas,Christian Esteve Rothenberg,University of Campinas,South America,Male,Male,2010
Chenren Xu,2021,Organizing,Peking University,Chenren Xu,Peking University,Asia,Male,Male,2014
"Taejoong ""Tijay"" Chung",2021,Organizing,Virginia Tech,"Taejoong ""Tijay"" Chung",Virginia Tech,North America,,Male,2015
Qing Wang,2021,Organizing,Delft University of Technology,Qing Wang,Delft University of Technology,Europe,,Male,2016
Paola Grosso,2021,Organizing,University of Amsterdam,Paola Grosso,University of Amsterdam,Europe,Female,Female,1999
Karin Anna Hummel,2021,Organizing,Johannes Kepler University Linz,Karin Anna Hummel,Johannes Kepler University Linz,Europe,Female,Female,2005
Andra Lutu,2021,Organizing,Telefonica Research,Andra Lutu,Telefonica Research,Europe,Female,Female,2014
Hamed Haddadi,2021,Organizing,Imperial College London,Hamed Haddadi,Imperial College London,Europe,Male,Male,2008
Dave Levin,2021,Organizing,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010
Fernando Kuipers,2022,Organizing,Delft University of Technology,Fernando Kuipers,Delft University of Technology,Europe,Male,Male,2004
Ariel Orda,2022,Organizing,Technion Israel Institute of Technology,Ariel Orda,Technion Israel Institute of Technology,Asia,Male,Male,1991
Brighten Godfrey,2022,Organizing,University of Illinois at Urbana-Champaign,Brighten Godfrey,University of Illinois at Urbana-Champaign,North America,,Male,2009
Bruce Maggs,2022,Organizing,Duke University and Emerald Innovations,Bruce Maggs,Duke University and Emerald Innovations,North America,Male,Male,1989
Sergey Gorinsky,2022,Organizing,IMDEA Networks Institute,Sergey Gorinsky,IMDEA Networks Institute,Europe,Male,Male,2003
Anat Bremler-Barr,2022,Organizing,Reichman University,Anat Bremler-Barr,Reichman University,Asia,Female,Female,2002
Zhi-Li Zhang,2022,Organizing,University of Minnesota,Zhi-Li Zhang,University of Minnesota,North America,Male,Male,1997
Yang Chen,2022,Organizing,Fudan University,Yang Chen,Fudan University,North America,,Male,2017
Gabor Retvari,2022,Organizing,Budapest University of Technology and Economics & Ericsson Research,Gabor Retvari,Budapest University of Technology and Economics & Ericsson Research,Europe,Male,Male,2007
Danny Raz,2022,Organizing,Technion Israel Institute of Technology,Danny Raz,Technion Israel Institute of Technology,Asia,Male,Male,1996
Alex Sprintson,2022,Organizing,Texas A&M University,Alex Sprintson,Texas A&M University,North America,Male,Male,2003
Ignacio Castro,2022,Organizing,Queen Mary University of London,Ignacio Castro,Queen Mary University of London,Europe,Male,Male,2015
Gareth Tyson,2022,Organizing,Hong Kong University of Science and Technology,Gareth Tyson,Hong Kong University of Science and Technology,Europe,Male,Male,2010
Marco Chiesa,2022,Organizing,KTH Royal Institute of Technology,Marco Chiesa,KTH Royal Institute of Technology,Europe,Male,Male,2014
Karin Anna Hummel,2022,Organizing,Johannes Kepler University Linz,Karin Anna Hummel,Johannes Kepler University Linz,Europe,Female,Female,2005
Tilman Wolf,2022,Organizing,University of Massachusetts Amherst,Tilman Wolf,University of Massachusetts Amherst,North America,Male,Male,2002
Michael Schapira,2022,Organizing,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Qing Wang,2022,Organizing,Delft University of Technology,Qing Wang,Delft University of Technology,Europe,,Male,2016
Andra Lutu,2022,Organizing,Telefonica Research,Andra Lutu,Telefonica Research,Europe,Female,Female,2014
Matthew Caesar,2022,Organizing,University of Illinois at Urbana-Champaign,Matthew Caesar,University of Illinois at Urbana-Champaign,North America,,Male,2007
Pan Hui,2022,Organizing,Hong Kong University of Science and Technology,Pan Hui,Hong Kong University of Science and Technology,Asia,Male,Male,2008
Aaron Ding,2022,Organizing,Delft University of Technology,Aaron Ding,Delft University of Technology,Europe,,Male,2015
Pedro Casas,2022,Organizing,AIT Austrian Institute of Technology,Pedro Casas,AIT Austrian Institute of Technology,Europe,Male,Male,2013
Christian Esteve Rothenberg,2022,Organizing,University of Campinas,Christian Esteve Rothenberg,University of Campinas,South America,Male,Male,2010
Fernando Ramos,2022,Organizing,University of Lisbon,Fernando Ramos,University of Lisbon,Europe,Male,Male,2013
"Taejoong ""Tijay"" Chung",2022,Organizing,Virginia Tech,"Taejoong ""Tijay"" Chung",Virginia Tech,North America,,Male,2015
Lin Wang,2022,Organizing,Vrije Universiteit Amsterdam,Lin Wang,Vrije Universiteit Amsterdam,Europe,Male,Male,2015
Paola Grosso,2022,Organizing,University of Amsterdam,Paola Grosso,University of Amsterdam,Europe,Female,Female,1999
Yiting Xia,2022,Organizing,Max Planck Institute for Informatics,Yiting Xia,Max Planck Institute for Informatics,Europe,Female,Female,2018
Mina Tahmasbi Arashloo,2022,Organizing,University of Waterloo,Mina Tahmasbi Arashloo,University of Waterloo,North America,Female,Female,2019
Chen Qian,2022,Organizing,University of California Santa Cruz,Chen Qian,University of California Santa Cruz,North America,Male,Male,2013
Jasleen Kaur,2022,Organizing,University of North Carolina at Chapel Hill,Jasleen Kaur,University of North Carolina at Chapel Hill,North America,Female,Female,2002
Vishal Misra,2023,Organizing,Columbia University,Vishal Misra,Columbia University,North America,Male,Male,2000
Henning Schulzrinne,2023,Organizing,Columbia University,Henning Schulzrinne,Columbia University,North America,Male,Male,1992
Eddie Kohler,2023,Organizing,Harvard University,Eddie Kohler,Harvard University,North America,Male,Male,2000
David Maltz,2023,Organizing,Microsoft,David Maltz,Microsoft,North America,Male,Male,2001
Lin Wang,2023,Organizing,Vrije Universiteit Amsterdam,Lin Wang,Vrije Universiteit Amsterdam,Europe,Male,Male,2015
Emmanouil Vasilomanolakis,2023,Organizing,Technical University of Denmark,Emmanouil Vasilomanolakis,Technical University of Denmark,Europe,Male,Male,2016
Dan Rubenstein,2023,Organizing,Columbia University,Dan Rubenstein,Columbia University,North America,Male,Male,2000
Aaron Ding,2023,Organizing,Delft University of Technology,Aaron Ding,Delft University of Technology,Europe,,Male,2015
Kostis Kaffes,2023,Organizing,Stanford University,Kostis Kaffes,Stanford University,North America,Male,Male,2022
Timothy Wood,2023,Organizing,George Washington University,Timothy Wood,George Washington University,North America,,Male,2011
Sangeetha Abdu Jyothi,2023,Organizing,"University of California, Irvine",Sangeetha Abdu Jyothi,"University of California, Irvine",North America,Female,Female,2019
Ethan Katz-Bassett,2023,Organizing,Columbia University,Ethan Katz-Bassett,Columbia University,North America,Male,Male,2012
Todd Arnold,2023,Organizing,U.S. Military Academy at West Point,Todd Arnold,U.S. Military Academy at West Point,North America,Male,Male,2020
Matt Calder,2023,Organizing,Columbia University & Meta,Matt Calder,Columbia University & Meta,North America,Male,Male,2018
Jan Janak,2023,Organizing,Columbia University,Jan Janak,Columbia University,North America,Male,Male,2022
Xiaofan (Fred) Jiang,2023,Organizing,Columbia University,Xiaofan (Fred) Jiang,Columbia University,North America,Male,Male,2010
Joerg Ott,2023,Organizing,"Aalto University, Finland",Joerg Ott,"Aalto University, Finland",Europe,Male,Male,1997
Minmei Wang,2023,Organizing,University of Connecticut,Minmei Wang,University of Connecticut,North America,Female,Female,2022
Zihui Ge,2023,Organizing,AT&T Research,Zihui Ge,AT&T Research,North America,Male,Male,2003
Jia Wang,2023,Organizing,AT&T Labs,Jia Wang,AT&T Labs,North America,Female,Female,2001
Maria Apostolaki,2023,Organizing,Princeton University,Maria Apostolaki,Princeton University,North America,Female,Female,2021
Vishal Shrivastav,2023,Organizing,Purdue University,Vishal Shrivastav,Purdue University,North America,Male,Male,2020
Lachlan Andrew,2023,Organizing,University of Melbourne,Lachlan Andrew,University of Melbourne,Australia,,Male,1997
Xia Zhou,2023,Organizing,Columbia University,Xia Zhou,Columbia University,North America,Female,Female,2013
Tianbai Ma,2023,Organizing,NUS (Singapore),Tianbai Ma,NUS (Singapore),Asia,Male,Male,2010
Feng Qian,2023,Organizing,University of Minnesota,Feng Qian,University of Minnesota,North America,Male,Male,2012
Dina Papagiannaki,2009,Program,"Intel Research, USA",Dina Papagiannaki,"Intel Research, USA",North America,Female,Female,2003
Luigi Rizzo,2009,Program,"Universit� di Pisa, Italy",Luigi Rizzo,"Universit di Pisa, Italy",Europe,Male,Male,1998
David Andersen,2009,Program,"Carnegie Mellon University, USA",David Andersen,"Carnegie Mellon University, USA",North America,Male,Male,2004
Suman Banerjee,2009,Program,"University of Wisconsin, Madison, USA",Suman Banerjee,"University of Wisconsin, Madison, USA",North America,Male,Male,2003
Ranjita Bhagwan,2009,Program,Microsoft Research India,Ranjita Bhagwan,Microsoft Research India,Asia,Female,Female,2004
Augustin Chaintreau,2009,Program,"Thomson, France",Augustin Chaintreau,"Thomson, France",Europe,Male,Male,2006
Ranveer Chandra,2009,Program,"Microsoft Research, USA",Ranveer Chandra,"Microsoft Research, USA",North America,Male,Male,2005
Dah Ming Chiu,2009,Program,"The Chinese University of Hong Kong, China",Dah Ming Chiu,"The Chinese University of Hong Kong, China",Asia,Male,Male,1980
Kenjiro Cho,2009,Program,"IIJ, Japan",Kenjiro Cho,"IIJ, Japan",Asia,Male,Male,2001
Chen-Nee Chuah,2009,Program,"UC Davis, USA",Chen-Nee Chuah,"UC Davis, USA",North America,Female,Female,2001
Jon Crowcroft,2009,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993
Saumitra Das,2009,Program,"Qualcomm Inc., USA",Saumitra Das,"Qualcomm Inc., USA",North America,Male,Male,2007
Christophe Diot,2009,Program,"Thomson, France",Christophe Diot,"Thomson, France",Europe,Male,Male,1991
Anja Feldmann,2009,Program,"Deutsche Telekom Laboratories / TU-Berlin, Germany",Anja Feldmann,"Deutsche Telekom Laboratories / TU-Berlin, Germany",Europe,Female,Female,1995
Roch Guerin,2009,Program,"University of Pennsylvania, USA",Roch Guerin,"University of Pennsylvania, USA",North America,,Male,1986
Krishna Gummadi,2009,Program,"MPI-SWS, Germany",Krishna Gummadi,"MPI-SWS, Germany",Europe,,Male,2005
Per Gunningberg,2009,Program,"Uppsala University, Sweden",Per Gunningberg,"Uppsala University, Sweden",Europe,Male,Male,1983
Gianluca Iannaccone,2009,Program,"Intel Research Berkeley, USA",Gianluca Iannaccone,"Intel Research Berkeley, USA",North America,Male,Male,2002
Kyle Jamieson,2009,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Thomas Karagiannis,2009,Program,"Microsoft Research, UK",Thomas Karagiannis,"Microsoft Research, UK",Europe,Male,Male,2006
Brad Karp,2009,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Dina Katabi,2009,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003
S Keshav,2009,Program,"University of Waterloo, Canada",S Keshav,"University of Waterloo, Canada",North America,Male,Male,1991
Eddie Kohler,2009,Program,"Meraki, Inc. / UCLA, USA",Eddie Kohler,"Meraki, Inc. / UCLA, USA",North America,Male,Male,2000
Dmitri Krioukov,2009,Program,"CAIDA/UCSD San Diego, USA",Dmitri Krioukov,"CAIDA/UCSD San Diego, USA",North America,Male,Male,1998
Samuel J. Leffler,2009,Program,Google,Samuel J. Leffler,Google,North America,Male,Male,?
Ratul Mahajan,2009,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,2005
David Malone,2009,Program,"Hamilton Institute, NUI Maynooth, Ireland",David Malone,"Hamilton Institute, NUI Maynooth, Ireland",Europe,Male,Male,2000
David Maltz,2009,Program,"Microsoft Research, USA",David Maltz,"Microsoft Research, USA",North America,Male,Male,2001
Morley Mao,2009,Program,"University of Michigan, USA",Morley Mao,"University of Michigan, USA",North America,,Female,2003
Laurent Mathy,2009,Program,"Lancaster University, UK",Laurent Mathy,"Lancaster University, UK",Europe,Male,Male,2000
David Mazieres,2009,Program,"Stanford, USA",David Mazieres,"Stanford, USA",North America,,Male,2000
Marco Mellia,2009,Program,"Politecnico di Torino, Italy",Marco Mellia,"Politecnico di Torino, Italy",Europe,Male,Male,2000
Michael Mitzenmacher,2009,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996
Refik Molva,2009,Program,"EURECOM, France",Refik Molva,"EURECOM, France",Europe,Male,Male,?
Vivek Pai,2009,Program,"Princeton University, USA",Vivek Pai,"Princeton University, USA",North America,Male,Male,2000
Christos Papadopoulos,2009,Program,"Colorado State University, USA",Christos Papadopoulos,"Colorado State University, USA",North America,Male,Male,1999
Craig Partridge,2009,Program,"BBN Technologies, USA",Craig Partridge,"BBN Technologies, USA",North America,Male,Male,1992
Himabindu Pucha,2009,Program,"IBM Research, Almaden, USA",Himabindu Pucha,"IBM Research, Almaden, USA",North America,Female,Female,2007
Lili Qiu,2009,Program,"University of Texas at Austin, USA",Lili Qiu,"University of Texas at Austin, USA",North America,Female,Female,2001
Bhaskaran Raman,2009,Program,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002
Jennifer Rexford,2009,Program,"Princeton University, USA",Jennifer Rexford,"Princeton University, USA",North America,Female,Female,1996
Pablo Rodriguez,2009,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000
Matthew Roughan,2009,Program,"University of Adelaide, Australia",Matthew Roughan,"University of Adelaide, Australia",Australia,Male,Male,1994
Stefan Saroiu,2009,Program,"Microsoft Research<, USA/td>",Stefan Saroiu,"Microsoft Research<, USA/td>",North America,Male,Male,2004
Alex Snoeren,2009,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,2002
Giovanni Stea,2009,Program,"University of Pisa, Italy",Giovanni Stea,"University of Pisa, Italy",Europe,Male,Male,2003
Peter Steenkiste,2009,Program,"Carnegie Mellon University, USA",Peter Steenkiste,"Carnegie Mellon University, USA",North America,Male,Male,1987
Karthikeyan Sundaresan,2009,Program,"NEC Laboratories America, USA",Karthikeyan Sundaresan,"NEC Laboratories America, USA",North America,Male,Male,2006
Nina Taft,2009,Program,"Intel Research Berkeley, USA",Nina Taft,"Intel Research Berkeley, USA",North America,Female,Female,1994
Leandros Tassiulas,2009,Program,"University of Thessaly, Greece",Leandros Tassiulas,"University of Thessaly, Greece",Europe,Male,Male,1991
Renata Teixeira,2009,Program,"CNRS and UPMC, France",Renata Teixeira,"CNRS and UPMC, France",Europe,Female,Female,2005
Patrick Thiran,2009,Program,"EPFL, Switzerland",Patrick Thiran,"EPFL, Switzerland",Europe,Male,Male,1996
Jon Turner,2009,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982
Darryl Veitch,2009,Program,"University of Melbourne, Australia",Darryl Veitch,"University of Melbourne, Australia",Australia,Male,Male,1990
Jia Wang,2009,Program,"AT&T Labs - Research, USA",Jia Wang,"AT&T Labs - Research, USA",North America,Female,Female,2001
Xiaowei Yang,2009,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,2004
Amgad Zeitoun,2009,Program,"Google, Inc., USA",Amgad Zeitoun,"Google, Inc., USA",North America,Male,Male,2004
Yin Zhang,2009,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020
Zhi-Li Zhang,2009,Program,"University of Minnesota, USA",Zhi-Li Zhang,"University of Minnesota, USA",North America,Male,Male,1997
K.K. Ramakrishnan,2010,Program,"AT&T Labs - Research, USA",K.K. Ramakrishnan,"AT&T Labs - Research, USA",North America,,Male,1983
Geoff Voelker,2010,Program,"U.C. San Diego, USA",Geoff Voelker,"U.C. San Diego, USA",North America,Male,Male,2000
Kevin Almeroth,2010,Program,"U.C. Santa Barbara, USA",Kevin Almeroth,"U.C. Santa Barbara, USA",North America,,Male,1997
Ramon Caceres,2010,Program,"AT&T Labs - Research, USA",Ramon Caceres,"AT&T Labs - Research, USA",North America,Male,Male,1992
Augustin Chaintreau,2010,Program,"Thomson, France",Augustin Chaintreau,"Thomson, France",Europe,Male,Male,2006
Reuven Cohen,2010,Program,"Technion, Israel",Reuven Cohen,"Technion, Israel",Asia,Male,Male,1991
Bruce Davie,2010,Program,"Cisco, USA",Bruce Davie,"Cisco, USA",North America,,Male,1988
Cristian Estan,2010,Program,"NetLogic Microsystem, USA",Cristian Estan,"NetLogic Microsystem, USA",North America,Male,Male,2003
Ramesh Govindan,2010,Program,"University of Southern California, USA",Ramesh Govindan,"University of Southern California, USA",North America,Male,Male,1992
Timothy G. Griffin,2010,Program,"University of Cambridge, UK",Timothy G. Griffin,"University of Cambridge, UK",Europe,Male,Male,1988
Chuanxiong Guo,2010,Program,"Microsoft Research Asia, China",Chuanxiong Guo,"Microsoft Research Asia, China",Asia,Male,Male,Phd
Mark Handley,2010,Program,"University College London, UK",Mark Handley,"University College London, UK",Europe,Male,Male,1997
Kyle Jamieson,2010,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Kevin Jeffay,2010,Program,"University of North Carolina, USA",Kevin Jeffay,"University of North Carolina, USA",North America,Male,Male,1989
S. Keshav,2010,Program,"University of Waterloo, Canada",S. Keshav,"University of Waterloo, Canada",North America,,Male,1991
Murali Kodialam,2010,Program,"Bell Labs, USA",Murali Kodialam,"Bell Labs, USA",North America,Male,Male,1992
Arvind Krishnamurthy,2010,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998
Srikanth Krishnamurthy,2010,Program,"U.C. Riverside, USA",Srikanth Krishnamurthy,"U.C. Riverside, USA",North America,,Male,1997
Joy Kuri,2010,Program,"Indian Institute of Science, India",Joy Kuri,"Indian Institute of Science, India",Asia,Male,Male,1995
Jinyang Li,2010,Program,"NYU, USA",Jinyang Li,"NYU, USA",North America,Female,Female,2005
Michael Mitzenmacher,2010,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996
Jeff Mogul,2010,Program,"HP Labs, USA",Jeff Mogul,"HP Labs, USA",North America,Male,Male,1986
Sue Moon,2010,Program,"KAIST, Korea",Sue Moon,"KAIST, Korea",Asia,Female,Female,2000
Robert Morris,2010,Program,"MIT, USA",Robert Morris,"MIT, USA",North America,Male,Male,1999
Cristina Nita-Rotaru,2010,Program,"Purdue University, USA",Cristina Nita-Rotaru,"Purdue University, USA",North America,Female,Female,2003
David Oran,2010,Program,Unknown,David Oran,Unknown,North America,Male,Male,?
Jitendra Padhye,2010,Program,"Microsoft Research Redmond, USA",Jitendra Padhye,"Microsoft Research Redmond, USA",North America,Male,Male,2000
Balaji Prabhakar,2010,Program,"Stanford University, USA",Balaji Prabhakar,"Stanford University, USA",North America,Male,Male,1994
Niels Provos,2010,Program,"Google, USA",Niels Provos,"Google, USA",North America,Male,Male,2003
Bhaskaran Raman,2010,Program,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002
